timestamp,total
2018-07-13,586530.8458030001
2018-07-16,598698.116016
2018-07-17,601614.557461
2018-07-18,602057.338199
2018-07-19,599227.4583609998
2018-07-20,599026.693869
2018-07-23,598617.70387
2018-07-24,600003.636564
2018-07-25,603638.7138919999
2018-07-26,601529.099283
2018-07-27,598036.158853
2018-07-30,592641.569887
2018-07-31,596009.665227
2018-08-01,596030.5777680001
2018-08-02,598832.6308340001
2018-08-03,600628.4174230001
